userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race,debrief,end,LocationLatitude,LocationLongitude,LocationAccuracy
276,1,1,1,65,35,35,70,30,5,72,28,2,57,43,15,70,30,13,72,28,2,72,28,0,7,4.163265306,31.71428571,6.166666667,"These kind of referendums lack precedence of success in the real world, and Appleans have been part of the union for a long time. No was also a more popular answer just a few weeks ago and the Yes camp lacks a considerable lead.",228,The diplomat's words lack substance as it is a little vague. The PM has specific offers and the author has publicity. No should have gained a slight advantage. ,160,"It has worked for a long time, so why change it? This kind of mentality is popular amongst everyday people, making the no not advantageous.",139,"The poll that put out the Yes victory prediction is outweighed by all the other polls that disagree. Although the voters do believe pro-independence won the debate, I doubt that the public opinion will be swayed much.",217,"Like I said in a previous answer, people tend to think change is unnecessary if something has been working for such a long time.",128,It is likely that the spiral of silence is correct. People who wishes to secede from the union will have to be active as it is changing the status quo. People who wish to stay have no need to be as active as they wish to change nothing. ,237,No change as I still believe the potential no voters account for a much larger share in the people who rarely vote in regular elections. ,137,1246,178,0.05,1,5,1,47,1,3,3,6,6,3,4.5,1,2,2,2,1.75,6,6,6,6,6,3,6,6,6,5.25,1,2,1,2,1.5,6,6,6,6,6,3,2,2,5,6,6,6,3,5,6,6,6,6,5.111111111,7,1,7,7,7,1,7,6,7,5.555555556,3,1,1,4,1,1,39.95970154,-75.19680023,-1
277,0,0,0,61,39,11,71,29,10,71,29,0,74,26,3,70,30,-4,74,26,4,75,25,1,14,3.06122449,29.14285714,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,6,6,2,4,1,6,2,2,2.75,6,6,6,6,6,5,6,6,4,5.25,1,2,1,3,1.75,6,6,6,6,6,3,2,2,5,6,6,6,3,6,6,6,6,6,5.166666667,7,7,7,7,7,1,7,6,7,6.222222222,2,1,1,4,1,1,39.95970154,-75.19680023,-1
278,0,1,1,39,61,-11,40,60,1,40,60,0,75,25,35,50,50,-25,70,30,20,70,30,0,31,14.40816327,45.14285714,5.166666667,"People indifferent will probably vote no. However, a growing amount of people have a stance.",92,Policy alongside with a famous author would have more influence than a senior diplomat whom may not be well-known. ,115,People are more risk conscious. ,32,Polls in positive of yes probably will swing undecideds. Final public debate will sway some nos to change?,106,unclear how trustworthy polls are. ,35,"Likely the nos have it. Seems the ""yes"" people have some say in the media perhaps. ",83,People are more likely to have a stance against the change than for the change. ,80,543,77.57142857,0.10,0,5,1,47,1,2,3,3,5,4,3.75,7,7,7,5,6.5,7,7,6,6,6.5,6,7,6,6,6.25,2,2,1,6,2.75,3,3,5,5,5,3,6,2,2,6,3,7,4,6,6,2,2,5,4.166666667,4,6,6,7,3,5,3,6,5,5,3,1,2,2,1,1,39.94070435,-75.22810364,-1
279,0,0,0,45,55,-5,65,35,20,55,45,-10,60,40,5,50,50,-10,55,45,5,60,40,5,15,5.102040816,44.28571429,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,5,1,47,1,2,3,3,4,3,3.25,3,4,3,3,3.25,4,3,5,4,4,5,4,3,5,4.25,4,3,5,1,3.25,3,3,2,5,2,2,2,3,3,2,3,6,4,4,3,2,2,5,3.111111111,4,5,5,6,4,4,4,5,5,4.666666667,3,1,1,4,1,1,39.95970154,-75.19680023,-1
281,1,0,0,50,50,50,32,68,18,61,39,29,24,76,37,21,79,3,35,65,14,50,50,15,0,12.57142857,61,19.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,1,2,2,1.5,3,3,5,4,3.75,7,6,7,6,6.5,7,4,2,7,5,4,6,6,7,5.75,2,5,5,6,1,5,6,4,2,6,4,7,2,6,7,2,5,7,4.555555556,2,7,6,7,3,5,3,5,6,4.888888889,5,1,2,2,1,1,39.95970154,-75.19680023,-1
282,0,1,1,50,50,0,60,40,10,50,50,-10,40,60,-10,50,50,10,50,50,0,50,50,0,0,2.857142857,50,0,Could swing either way ,23,The PM is promising tangible results whereas the diplomat only asks the voters to rely on his word.,99,Depends on the state of the political climate.,46,It is significant that the Yes camp won the last debate.,56,This evidence isnt significant enough to reach a conclusion ,60,His evidence contradicts itself,31,There will be a larger voter turnout but we dont know who for.,62,377,53.85714286,0.05,1,5,1,47,1,3,6,3,6,6,5.25,4,6,5,6,5.25,5,5,3,6,4.75,7,6,6,7,6.5,3,2,3,5,3.25,3,5,5,3,5,3,3,3,1,5,3,5,5,3,3,5,5,5,3.888888889,5,6,6,6,4,4,4,4,6,5,5,1,1,1,1,1,39.95970154,-75.19680023,-1
283,1,1,1,40,60,60,30,70,10,30,70,0,30,70,0,30,70,0,30,70,0,30,70,0,10,2.448979592,68.57142857,1.666666667,"Yes camp pulled even, making it likely that they are doing something better than the no camp. I assume they will continue to do it in the future.",145,The Scottish people are more influenced by celebrities like JK Rowling than they are by politicians,99,"This doesn't change anything, it just describes their views",59,"One poll doesn't mean much, but neither do debates. It stays the same.",70,"This is neat info and all, but it doesn't change the current situation.",71,"Again, neat info, but it doesn't change things",46,Still neat info but it doesn't change the situation,51,541,77.28571429,0.05,1,5,1,47,1,3,1,1,5,1,2,6,5,3,7,5.25,7,3,5,5,5,7,7,7,7,7,7,6,6,7,6.5,2,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,5.555555556,7,7,7,6,3,5,3,7,5,5.555555556,5,1,1,1,1,1,39.95970154,-75.19680023,-1
285,1,1,1,35,65,65,38,62,3,38,62,0,38,62,0,40,60,2,40,60,0,40,60,0,5,1.346938776,61.57142857,0.833333333,"The loss in poll numbers is a significant indicator of the fact that public opinion is changing. As more of the population favors one side over the other, they are more easily able to recruit others to their viewpoint.",218,Public figures giving support to one side may influence the populace- especially people who have fame.,102,"In general I would think people respond better to slogans involving change and positivity, rather than potential consequences.",126,The Yes movement is continuing to gain traction and debate performance can be a good indicator of public opinion.,113,"I increased the probability because I was unaware of this phenomenon. If this is the case, it is not unreasonable to expect that history will repeat itself.",156,I'd need to hear of more professionals supporting this claim to fully buy it.,77,People who are not actively involved in the issue will probably vote against secession in order to maintain their current lifestyles.,133,925,132.1428571,0.10,0,5,1,47,1,2,6,6,7,7,6.5,4,7,2,6,4.75,7,7,7,7,7,6,7,5,4,5.5,1,2,1,2,1.5,7,7,7,7,7,7,2,7,7,7,7,7,6,7,7,4,7,6,6.444444444,6,7,7,7,4,4,4,4,4,5.222222222,3,1,1,1,1,1,39.95970154,-75.19680023,-1
287,0,1,1,40,60,-10,60,40,20,68,32,8,30,70,-38,49,51,19,51,49,2,63,37,12,23,10.36734694,48.42857143,3.833333333,Because it means the 'yes' camp is picking up momentum,54,Authors are usually more read and popular than diplomats,56,People want safety and security: don't want to gamble too much and take big risks,81,People band-wagon and join the party that is popular and appears to be winning,78,People maybe are scared of uncertainty: stick with the status quo,65,This doesn't really give us too much information: it's just questioning the results,83,People that usually don't vote will probably not vote for independence,70,487,69.57142857,1.05,0,5,1,47,1,2,3,3,5,2,3.25,2,2,2,3,2.25,6,4,5,6,5.25,6,3,2,5,4,2,3,3,3,2.75,2,5,4,5,6,2,2,2,3,5,3,2,2,2,6,2,5,6,3.555555556,7,7,7,7,5,3,5,7,7,6.111111111,5,1,1,1,1,1,39.95970154,-75.19680023,-1
288,1,0,0,50,50,50,39,61,11,24,76,15,19,81,5,16,84,3,39,61,23,39,61,0,11,10.81632653,67.71428571,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,5,5,7,6,5.75,3,6,3,3,3.75,6,6,4,6,5.5,3,3,3,3,3,2,4,3,4,3.25,4,4,2,4,3,3,5,5,5,4,7,4,3,5,5,2,5,6,4.222222222,5,6,4,7,5,3,5,4,4,4.777777778,3,1,2,1,1,1,39.95970154,-75.19680023,-1
289,0,0,0,50,50,0,55,45,5,40,60,-15,41,59,1,37,63,-4,52,48,15,43,57,-9,7,5.918367347,54.57142857,-1.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,4,6,6,6,5.5,2,3,3,3,2.75,6,6,6,6,6,6,6,5,5,5.5,2,2,2,3,2.25,6,4,4,5,5,5,4,3,4,6,5,5,4,6,7,4,5,5,4.833333333,6,7,6,6,4,4,4,6,6,5.444444444,2,1,1,1,1,1,39.95970154,-75.19680023,-1
290,0,0,0,50,50,0,46,54,-4,40,60,-6,40,60,0,62,38,22,65,35,3,74,26,9,24,11.26530612,46.14285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,7,4,7,4,5.5,7,6,3,5,5.25,1,2,6,2,2.75,4,4,4,4,4,3,2,2,3,2.5,5,5,3,3,3,5,3,3,3,5,5,3,5,5,5,3,3,5,4,6,6,6,6,6,2,6,4,4,5.111111111,5,1,1,1,1,1,39.95970154,-75.19680023,-1
291,1,0,0,51,49,49,71,29,20,70,30,1,71,29,1,72,28,1,73,27,1,81,19,8,30,5.387755102,30.14285714,5.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,5,1,NA,0,1,4,4,6,4,4.5,4,4,4,4,4,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,2,6,6,4,5.111111111,5,1,2,1,1,1,39.95970154,-75.19680023,-1
292,1,1,0,50,50,50,48,52,2,38,62,10,68,32,30,50,50,18,42,58,8,30,70,12,20,8.489795918,53.42857143,13.33333333,50/50. Things change unexpectedly ,34,.,1,.,1,",",1,`,1,`,1,`,1,40,5.714285714,0.10,0,100,0,47,1,1,3,5,5,5,4.5,5,5,4,4,4.5,4,2,5,4,3.75,6,2,5,5,4.5,4,3,5,4,4,4,4,6,4,4,2,7,3,4,1,4,7,2,2,1,2,1,2,3.333333333,3,7,7,4,6,2,6,3,7,5,5,1,1,2,1,1,39.95970154,-75.19680023,-1
293,0,1,1,64,36,14,45,55,-19,80,20,35,49,51,-31,87,13,38,39,61,-48,72,28,33,8,15.3877551,37.71428571,1.333333333,Because given the evidence.,27,Given the evidence,18,Given the evidence,18,Given the evidence,18,Given the evidence,18,Given the evidence,18,Given the evidence,18,135,19.28571429,0.10,0,20,0,12,0,0,5,2,6,2,3.75,6,2,5,2,3.75,7,1,7,1,4,5,2,2,1,2.5,5,3,5,3,4,3,3,1,1,5,7,1,1,5,3,3,5,3,3,3,5,1,7,3.333333333,6,3,4,4,3,5,3,4,4,4,4,1,1,1,1,1,39.95970154,-75.19680023,-1
294,0,0,0,45,55,-5,50,50,5,45,55,-5,37,63,-8,35,65,-2,45,55,10,40,60,-5,5,4.367346939,57.57142857,-0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,6,0,2,2,2,4,2,2.5,1,2,1,2,1.5,6,7,7,7,6.75,6,7,6,6,6.25,5,4,5,5,4.75,4,5,6,5,5,5,3,6,4,4,6,7,5,5,4,4,7,7,5.111111111,4,6,5,6,3,5,3,5,6,4.777777778,5,1,2,4,1,1,39.95970154,-75.19680023,-1
295,1,1,1,70,30,30,81,19,11,63,37,18,32,68,31,59,41,27,64,36,5,51,49,13,19,10.85714286,40,17.5,"If they are even now but have historically been better, then the No camp definitely had more than a 50 percent chance. However, I was unsure whether to consider the most recent poll as part of a trend or not. So I picked a number over 50 percent but not too much higher.",270,"I think that the new policy would steal a lot of thunder from the Yes camp. In addition, artistic expressions of nationalism are extremely important to a national movement. So if the most famous author is in the No camp, then that is probably missing. I didnt weigh the diplomat highly.",286,"Hope for the future is great, but uncertainty makes people discount the utility from that. This fact, in addition to loss aversion and the use of fear tactics in politics, makes fear stronger than hope.",202,"This is the first instance of the Yes camp having some ground. If the Yes leader wpn the debate by such a large margin, people will continie the trend of the Yes camp.",167,"While the study of referendums probably gives some indication of the same on the coming election, i dont nexessarily think that it is inevitable. First, the average doesnt mean that all the referedums saw that swing. Second, its imcomparability is significant",259,I think the fact that polls overestimate yes votes with such frequency is pretty troubling. I didn't understand the spiral of silence term.,139,I am not sure how the new information affects the election.,59,1382,197.4285714,0.05,1,5,1,47,1,3,2,2,6,5,3.75,4,5,6,5,5,6,6,6,6,6,5,6,5,5,5.25,1,5,2,5,3.25,4,5,6,6,5,3,6,2,4,6,6,6,5,5,5,4,6,6,5,6,6,6,5,4,4,4,6,3,4.888888889,2,1,1,1,1,1,39.95970154,-75.19680023,-1
296,1,0,0,65,35,35,60,40,5,71,29,11,40,60,31,49,51,9,58,42,9,61,39,3,4,7.551020408,42.28571429,11.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,6,5,5,6,5.5,5,3,5,6,4.75,6,4,5,6,5.25,7,7,6,7,6.75,4,1,2,3,2.5,7,7,7,6,6,7,6,3,3,7,7,6,5,7,7,3,4,4,5.666666667,6,6,6,7,3,5,3,3,4,4.777777778,3,1,1,1,1,1,39.95970154,-75.19680023,-1
297,1,1,1,61,39,39,50,50,11,37,63,13,9,91,28,13,87,4,40,60,27,50,50,10,11,14.97959184,62.85714286,15.5,It's popularity is increasing,29,There are good cases for both sides,35,People put hope above uncertainty,33,They have less than a third of popularity,41,11% is not enough to win,24,If polls are wrong the No could have more popularity,52,Conservative people are less likely to go to polls but will vote,64,278,39.71428571,0.05,1,5,1,47,1,3,5,5,3,3,4,5,5,5,5,5,6,6,7,7,6.5,7,7,5,7,6.5,3,3,5,5,4,2,3,2,3,6,6,1,2,4,7,6,2,2,6,7,6,5,4,4.111111111,2,5,7,4,6,2,6,4,5,4.555555556,4,1,1,4,1,1,39.95970154,-75.19680023,-1
298,0,1,1,42,58,-8,58,42,16,34,66,-24,30,70,-4,38,62,8,62,38,24,62,38,0,20,12.08163265,53.42857143,3.333333333,There is a decreasing trend for this No camp. So it is slightly less than 50 percent,84,Author has more influence on the popular votes then a old diplomat. ,68,People want to see positive things ,35,The Yes camp is leading for the first time showing a clear trend ,65,Status quo is there ,20,Since there is an overestimation for the pro change yes. ,57,It is pretty likely that No will win unless there is a really bad thing going on in the nation. ,96,425,60.71428571,1.05,0,5,1,47,1,2,3,3,4,5,3.75,4,6,5,4,4.75,5,3,5,5,4.5,6,3,4,5,4.5,4,4,2,3,3.25,5,5,7,3,3,5,7,3,3,5,7,3,5,5,5,3,3,5,4.555555556,5,5,5,3,3,5,3,6,4,4.333333333,5,1,1,4,1,1,39.95970154,-75.19680023,-1
299,1,0,0,72,28,28,71,29,1,51,49,20,44,56,7,60,40,16,57,43,3,42,58,15,30,9.469387755,43.28571429,10.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,3,4,4,3.5,4,4,4,4,4,5,5,4,5,4.75,6,6,6,6,6,4,4,4,5,4.25,5,5,6,6,6,3,6,6,6,1,1,6,1,1,1,6,6,4,4.222222222,6,6,6,6,5,3,5,6,6,5.444444444,3,1,1,4,1,1,39.95970154,-75.19680023,-1
300,0,0,0,46,54,-4,61,39,15,61,39,0,61,39,0,40,60,-21,44,56,4,45,55,1,1,8.448979592,48.85714286,-0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,20,0,24,0,0,5,5,6,4,5,3,4,4,4,3.75,5,5,5,6,5.25,3,3,3,3,3,5,5,5,4,4.75,6,1,2,2,3,1,2,2,2,1,5,6,2,2,4,4,4,4,2.944444444,7,6,6,5,3,5,3,5,6,5.111111111,3,1,2,1,1,1,39.95970154,-75.19680023,-1
301,0,0,0,50,50,0,46,54,-4,46,54,0,54,46,8,54,46,0,54,46,0,61,39,7,11,4.12244898,47.85714286,1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,20,0,24,0,0,5,4,5,4,4.5,3,4,5,5,4.25,5,4,5,5,4.75,2,3,3,5,3.25,5,5,5,4,4.75,7,7,6,2,5,3,6,1,6,7,2,5,7,3,3,5,6,4,4.722222222,6,5,6,6,3,5,3,5,6,5,4,1,2,1,1,1,39.95970154,-75.19680023,-1
303,1,0,0,80,20,20,60,40,20,60,40,0,45,55,15,55,45,10,55,45,0,55,45,0,25,6.93877551,41.42857143,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,4,2,4,4,3.5,2,3,2,2,2.25,6,6,5,6,5.75,6,7,7,7,6.75,3,6,2,6,4.25,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6.888888889,7,7,7,7,3,5,3,7,7,5.888888889,5,1,1,1,1,1,39.95970154,-75.19680023,-1
305,0,1,1,0,100,-50,33,67,33,33,67,0,32,68,-1,33,67,1,25,75,-8,25,75,0,25,7.87755102,74.14285714,4.166666667,"I tried to choose 33% because there are three parties involved, and no vote held a consistent lead, and since no camp is even with yes camp, that means I estimated my value of no camp to be 33% becaue (33%+33%=66%) which yields a remaining percentage to be 44% for no vote, which I would say is in the lead in the polls.",320,"Still 33% since this information has nothing to do with that separate election, unless I am misunderstanding something.",119,"Still 33% because I do not see how this affects the yes camp, no camp, and the other camp.",90,"I still don't see how the independence movement affects the political election, since I do not have more information on these entities.",135,Same reason as before.,22,"Now I know there are four parties competing: Yes vote, no vote, no camp, and yes camp. And since the yes vote was overestimated and the no vote was underestimated, I will assume their values cancel.",198,I don't see how this information affects the election.,54,938,134,0.05,1,5,1,47,1,3,4,1,1,4,2.5,4,7,7,4,5.5,7,7,7,7,7,7,7,4,7,6.25,1,2,1,7,2.75,6,4,5,5,7,5,6,5,6,1,6,7,4,4,3,7,7,6,5.222222222,4,7,7,7,6,2,6,7,7,5.888888889,2,1,1,1,1,1,39.95970154,-75.19680023,-1
306,1,0,0,50,50,50,61,39,11,48,52,13,39,61,9,40,60,1,48,52,8,33,67,15,17,7.06122449,54.42857143,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,6,5,4,4.5,2,2,3,2,2.25,6,6,5,6,5.75,6,6,6,6,6,1,2,2,4,2.25,6,6,6,6,6,5,5,5,5,6,6,6,5,6,5,6,3,6,5.5,4,6,6,6,5,3,5,5,6,5.111111111,3,1,1,1,1,1,39.95970154,-75.19680023,-1
307,1,1,1,50,50,50,41,59,9,41,59,0,30,70,11,31,69,1,31,69,0,30,70,1,20,6.612244898,63.71428571,3.666666667,"Given that the Yes camp has gained some momentum in the weeks just prior to the election, there is some probability to their win, but it is far from certain.",157,"Slight push in the yes direction for the simple fact that a senior diplomat should pull more votes than an author, famous as he may be. ",136,"As these political slogans are prior knowledge, that is the knowledge was known to the voters prior to the aforementioned data, there should be no change from the previous example. ",181,Growing support in the yes region seems to be increasing in the weeks approaching election.,91,"Data that cannot be ""directly compared"" should prove irrelevant to the voter (though it probably will not).",107,There should be no reason to believe the data without supporting evidence.,74,"Again, the data does not prove any action in one way or another.",64,810,115.7142857,0.05,1,5,1,47,1,3,3,6,6,3,4.5,1,1,1,1,1,7,7,3,7,6,5,2,2,5,3.5,1,2,5,1,2.25,1,6,6,6,7,6,7,5,2,6,3,7,5,1,2,7,7,2,4.777777778,7,7,7,7,3,5,3,7,1,5.222222222,4,2,1,1,1,1,39.93589783,-75.15339661,-1
308,0,1,1,60,40,10,38,62,-22,39,61,1,60,40,21,61,39,1,50,50,-11,50,50,0,10,7.87755102,48.85714286,-1.666666667,I gave the No camp a 60% chance because they started off as more popular than the Yes camp.,91,The Yes camp has a senior diplomat as the decision maker. ,58,"I think people would be more swayed by the positive slogan rather than the negative one, which is why the No camp is less likely to win.",136,People are currently convinved that independenec is the way to go.,66,"Not sure, I'm a bit confused.",29,"No one really knows how to interpret the data, so 50% seems reasonable.",71,"Not really sure, not much changed from the last question.",57,508,72.57142857,0.05,1,5,1,47,1,3,5,5,7,6,5.75,5,3,6,6,5,6,6,6,6,6,7,6,6,6,6.25,2,2,2,3,2.25,6,6,6,6,6,5,6,3,3,6,6,7,3,7,6,6,6,6,5.555555556,6,6,6,6,4,4,4,6,6,5.333333333,3,1,1,2,1,1,39.95970154,-75.19680023,-1
309,0,0,0,40,60,-10,60,40,20,60,40,0,45,55,-15,40,60,-5,50,50,10,55,45,5,15,7.142857143,50,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,1,5,1,2,3,4,2,6,3.75,6,7,6,6,6.25,5,6,6,6,5.75,6,7,6,7,6.5,4,5,5,5,5,5,6,6,5,4,6,7,3,5,6,6,6,6,5.277777778,6,7,6,7,6,2,6,6,4,5.555555556,3,1,2,4,1,1,39.95970154,-75.19680023,-1
310,0,1,1,60,40,10,50,50,-10,30,70,-20,20,80,-10,20,80,0,20,80,0,20,80,0,40,13.46938776,68.57142857,-6.666666667,"If they are increasing consistently, they will probably continue to do so.",74,"If both sides have prestigious figures supporting them, it will make no difference on people's voting patterns, unless they have a specific connection to that particular person.",177,That's a terrible slogan. They need something catchier and shorter.,67,The Yes camp is dominating.,27,I don't think that will make much difference.,45,"People could probably present evidence that either one is ""overestimating its numbers.""",87,These type of people may be more likely to vote Yes camp if they are finally coming out to elections.,101,578,82.57142857,0.10,0,100,0,1,0,0,6,3,5,5,4.75,2,2,4,3,2.75,7,6,6,6,6.25,6,6,5,6,5.75,3,4,4,5,4,3,5,5,4,6,5,5,4,5,3,4,7,6,5,6,7,7,5,5.111111111,6,7,6,5,3,5,3,6,6,5.222222222,3,1,2,1,1,1,39.95970154,-75.19680023,-1
311,0,0,0,51,49,1,50,50,-1,60,40,10,59,41,-1,54,46,-5,48,52,-6,55,45,7,4,3.591836735,46.14285714,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,5,6,6,5.5,3,5,4,3,3.75,6,5,4,5,5,5,6,6,6,5.75,1,1,2,2,1.5,5,6,4,5,6,5,4,4,4,6,6,5,5,6,6,6,5,6,5.222222222,4,6,5,6,4,4,4,6,5,4.888888889,3,1,1,2,1,1,39.95970154,-75.19680023,-1
312,1,1,1,60,40,40,65,35,5,63,37,2,55,45,8,55,45,0,60,40,5,60,40,0,0,2.693877551,40.28571429,3.333333333,"Assigning the probability of No winning before at 90, I reduced the probability to 60",85,The Prime Minister holds significant political power,52,Positive political slogans tend to be favored,45,The poll results lead me to reduce the probability,50,I'm not changing the probability because the cases are too different to be comparable,85,The spiral of silence is an important factor,44,I'm not chancing the probability because the new evidence doesn't provide useful information,92,453,64.71428571,0.50,0,100,0,24,0,0,5,1,5,1,3,5,5,5,5,5,6,6,6,6,6,5,6,6,6,5.75,3,5,3,7,4.5,6,6,6,6,6,5,3,5,3,5,6,5,5,6,6,5,5,6,5.277777778,6,6,6,6,6,2,6,6,5,5.444444444,3,1,2,7,1,1,39.95970154,-75.19680023,-1
